,id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,Context
63,38Riz2Udz1Jvvz25Pj2VDh,The Guns Down EP,Come Down,APRE,FALSE,40,0.446,0.853,7,-3.142,1,0.0601,0.0203,2.73E-06,0.14,0.526,175.979,audio_features,spotify:track:38Riz2Udz1Jvvz25Pj2VDh,https://api.spotify.com/v1/tracks/38Riz2Udz1Jvvz25Pj2VDh,https://api.spotify.com/v1/audio-analysis/38Riz2Udz1Jvvz25Pj2VDh,246213,4,Studying
64,1kRTlW6idFA2IGhJrMmiyF,The Beautiful Game,The Beautiful Game,"RAC, St. Lucia",FALSE,42,0.443,0.643,2,-6.519,1,0.0386,0.374,0.000106,0.1,0.451,105,audio_features,spotify:track:1kRTlW6idFA2IGhJrMmiyF,https://api.spotify.com/v1/tracks/1kRTlW6idFA2IGhJrMmiyF,https://api.spotify.com/v1/audio-analysis/1kRTlW6idFA2IGhJrMmiyF,272587,4,Studying
65,7wDvY6wSWuUsgJSmhPCWtN,Gameshow (Deluxe Edition),Are We Ready? (Wreck),Two Door Cinema Club,FALSE,25,0.601,0.752,2,-6.626,0,0.032,0.00522,0.00732,0.337,0.735,93.988,audio_features,spotify:track:7wDvY6wSWuUsgJSmhPCWtN,https://api.spotify.com/v1/tracks/7wDvY6wSWuUsgJSmhPCWtN,https://api.spotify.com/v1/audio-analysis/7wDvY6wSWuUsgJSmhPCWtN,230853,4,Studying
66,66dEshsPJwNDZO9RLjuJOk,All Possible Futures,All It Ever Was,Miami Horror,FALSE,0,0.176,0.744,0,-4.796,0,0.0425,0.149,0.00336,0.379,0.083,104.05,audio_features,spotify:track:66dEshsPJwNDZO9RLjuJOk,https://api.spotify.com/v1/tracks/66dEshsPJwNDZO9RLjuJOk,https://api.spotify.com/v1/audio-analysis/66dEshsPJwNDZO9RLjuJOk,342320,4,Walking
67,5ECySGXI4N8MCv6jf7HU9n,Hesitation Marks (Deluxe Version),Copy of a,Nine Inch Nails,FALSE,41,0.635,0.832,8,-6.151,1,0.039,0.0238,0.384,0.223,0.681,137.979,audio_features,spotify:track:5ECySGXI4N8MCv6jf7HU9n,https://api.spotify.com/v1/tracks/5ECySGXI4N8MCv6jf7HU9n,https://api.spotify.com/v1/audio-analysis/5ECySGXI4N8MCv6jf7HU9n,322613,5,Studying
68,6ACDV7KDVN6i3jGN1xrI0b,Mechanical,Mechanical,Oliver,FALSE,0,0.572,0.746,10,-6.221,1,0.0278,0.00257,0.166,0.363,0.578,140,audio_features,spotify:track:6ACDV7KDVN6i3jGN1xrI0b,https://api.spotify.com/v1/tracks/6ACDV7KDVN6i3jGN1xrI0b,https://api.spotify.com/v1/audio-analysis/6ACDV7KDVN6i3jGN1xrI0b,226286,4,Studying
69,1HAzsv7VCvbgqrpenTRWj1,Sleep Well Beast,The System Only Dreams in Total Darkness,The National,FALSE,0,0.596,0.912,0,-6.74,0,0.211,0.156,0.794,0.584,0.371,110.013,audio_features,spotify:track:1HAzsv7VCvbgqrpenTRWj1,https://api.spotify.com/v1/tracks/1HAzsv7VCvbgqrpenTRWj1,https://api.spotify.com/v1/audio-analysis/1HAzsv7VCvbgqrpenTRWj1,236747,4,Studying
70,1uqU0nq6DCbJMktSlUvQV8,Nothing But Thieves (Deluxe),Trip Switch,Nothing But Thieves,FALSE,57,0.615,0.798,10,-4.163,0,0.0815,0.0188,0.0081,0.0995,0.753,88.465,audio_features,spotify:track:1uqU0nq6DCbJMktSlUvQV8,https://api.spotify.com/v1/tracks/1uqU0nq6DCbJMktSlUvQV8,https://api.spotify.com/v1/audio-analysis/1uqU0nq6DCbJMktSlUvQV8,181133,4,Walking
71,0H39cYgfekuFluOgGPUicR,Go Wild,Go Wild,Friedberg,FALSE,45,0.677,0.866,7,-8.022,1,0.0441,0.0777,8.82E-05,0.139,0.765,90.972,audio_features,spotify:track:0H39cYgfekuFluOgGPUicR,https://api.spotify.com/v1/tracks/0H39cYgfekuFluOgGPUicR,https://api.spotify.com/v1/audio-analysis/0H39cYgfekuFluOgGPUicR,197682,4,Studying
72,2d1VRB0OXkwtMu0OKsxXDW,Apricot Princess,Never Enough,Rex Orange County,TRUE,59,0.511,0.891,4,-4.44,1,0.095,0.0124,0,0.0912,0.536,158.99,audio_features,spotify:track:2d1VRB0OXkwtMu0OKsxXDW,https://api.spotify.com/v1/tracks/2d1VRB0OXkwtMu0OKsxXDW,https://api.spotify.com/v1/audio-analysis/2d1VRB0OXkwtMu0OKsxXDW,298520,4,Walking
73,3aP1BuaScFyqfqST2KB3VN,What Do You Think About the Car?,Isombard,Declan McKenna,FALSE,52,0.401,0.915,5,-6.829,1,0.0461,0.000592,0.0572,0.317,0.361,169.905,audio_features,spotify:track:3aP1BuaScFyqfqST2KB3VN,https://api.spotify.com/v1/tracks/3aP1BuaScFyqfqST2KB3VN,https://api.spotify.com/v1/audio-analysis/3aP1BuaScFyqfqST2KB3VN,223853,4,Walking
74,7tKnaB8gsXxyPScxEwzQ9N,Inanimate Objects,Stockholm,Atlas Genius,FALSE,48,0.568,0.746,7,-5.437,1,0.0462,0.0054,0,0.162,0.409,125.04,audio_features,spotify:track:7tKnaB8gsXxyPScxEwzQ9N,https://api.spotify.com/v1/tracks/7tKnaB8gsXxyPScxEwzQ9N,https://api.spotify.com/v1/audio-analysis/7tKnaB8gsXxyPScxEwzQ9N,191640,4,Studying
75,4KDunhuHObIb7pVYRNC2OH,Blue Light,Blue Light,SUN SILVA,FALSE,38,0.506,0.61,4,-11.224,0,0.0407,0.00775,0.0938,0.18,0.382,147.455,audio_features,spotify:track:4KDunhuHObIb7pVYRNC2OH,https://api.spotify.com/v1/tracks/4KDunhuHObIb7pVYRNC2OH,https://api.spotify.com/v1/audio-analysis/4KDunhuHObIb7pVYRNC2OH,222106,4,Walking
76,14zhqtMI5xHrfCFCLhFcsn,Colors,Dreams,Beck,TRUE,59,0.582,0.938,1,-5.726,0,0.0392,0.000733,0.0202,0.0841,0.8,113.999,audio_features,spotify:track:14zhqtMI5xHrfCFCLhFcsn,https://api.spotify.com/v1/tracks/14zhqtMI5xHrfCFCLhFcsn,https://api.spotify.com/v1/audio-analysis/14zhqtMI5xHrfCFCLhFcsn,314487,4,Walking
77,4XOc8gjhKl7FvdD4CHBYIy,She Don't Dance,She Don't Dance,Everyone You Know,FALSE,58,0.716,0.875,11,-4.664,0,0.0594,0.0213,2.57E-06,0.535,0.099,109.991,audio_features,spotify:track:4XOc8gjhKl7FvdD4CHBYIy,https://api.spotify.com/v1/tracks/4XOc8gjhKl7FvdD4CHBYIy,https://api.spotify.com/v1/audio-analysis/4XOc8gjhKl7FvdD4CHBYIy,226611,4,Walking
78,0eEa7ypuz6CbpmIoPKiBZ5,Push,Push (feat. Andrew Wyatt),"A-Trak, Andrew Wyatt",FALSE,43,0.643,0.874,7,-2.82,1,0.0466,0.00197,0.00192,0.0914,0.454,126.054,audio_features,spotify:track:0eEa7ypuz6CbpmIoPKiBZ5,https://api.spotify.com/v1/tracks/0eEa7ypuz6CbpmIoPKiBZ5,https://api.spotify.com/v1/audio-analysis/0eEa7ypuz6CbpmIoPKiBZ5,213512,4,Walking
79,5fXlyeTtG6Q9gnyxPFBk4l,In Guards We Trust,I Know It's You,Guards,FALSE,33,0.292,0.945,4,-6.772,1,0.193,0.178,0.0767,0.348,0.0615,162.172,audio_features,spotify:track:5fXlyeTtG6Q9gnyxPFBk4l,https://api.spotify.com/v1/tracks/5fXlyeTtG6Q9gnyxPFBk4l,https://api.spotify.com/v1/audio-analysis/5fXlyeTtG6Q9gnyxPFBk4l,300173,4,Studying
80,5CBcAuXhSrMVwxtDWLzZAX,We Loved Her Dearly,Palm Trees,Lowell,FALSE,44,0.543,0.598,0,-7.277,0,0.0315,0.386,0.0524,0.103,0.286,129.751,audio_features,spotify:track:5CBcAuXhSrMVwxtDWLzZAX,https://api.spotify.com/v1/tracks/5CBcAuXhSrMVwxtDWLzZAX,https://api.spotify.com/v1/audio-analysis/5CBcAuXhSrMVwxtDWLzZAX,269867,4,Studying
81,4SJrYCJbejxwjXJB6VLIB8,Primitives,Appeals,Bayonne,FALSE,31,0.529,0.858,8,-7.233,1,0.031,0.173,0.0818,0.283,0.613,158.65,audio_features,spotify:track:4SJrYCJbejxwjXJB6VLIB8,https://api.spotify.com/v1/tracks/4SJrYCJbejxwjXJB6VLIB8,https://api.spotify.com/v1/audio-analysis/4SJrYCJbejxwjXJB6VLIB8,249839,3,Walking
82,2tfhqmq39kpDf1k7IJWxld,The Names,Sister of Pearl,Baio,FALSE,52,0.731,0.646,5,-7.955,1,0.0443,0.0705,0.252,0.194,0.949,125.061,audio_features,spotify:track:2tfhqmq39kpDf1k7IJWxld,https://api.spotify.com/v1/tracks/2tfhqmq39kpDf1k7IJWxld,https://api.spotify.com/v1/audio-analysis/2tfhqmq39kpDf1k7IJWxld,253440,4,Walking
83,19nUjmaqEhWvOtKk72NXGC,Tell Me How You Really Feel,City Looks Pretty,Courtney Barnett,FALSE,42,0.31,0.781,2,-6.544,1,0.0341,0.00691,0.00351,0.113,0.185,128.024,audio_features,spotify:track:19nUjmaqEhWvOtKk72NXGC,https://api.spotify.com/v1/tracks/19nUjmaqEhWvOtKk72NXGC,https://api.spotify.com/v1/audio-analysis/19nUjmaqEhWvOtKk72NXGC,281587,4,Walking
84,7BaSei034daXRYT7HpuT2B,Cut It Out EP,G# - EP Version,Kitten,FALSE,33,0.394,0.811,8,-4.201,1,0.0428,0.00409,0.0159,0.144,0.3,134.938,audio_features,spotify:track:7BaSei034daXRYT7HpuT2B,https://api.spotify.com/v1/tracks/7BaSei034daXRYT7HpuT2B,https://api.spotify.com/v1/audio-analysis/7BaSei034daXRYT7HpuT2B,285480,4,Studying
85,6CDzDgIUqeDY5g8ujExx2f,Heat Waves,Heat Waves,Glass Animals,FALSE,89,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,audio_features,spotify:track:6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/tracks/6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/audio-analysis/6CDzDgIUqeDY5g8ujExx2f,238805,4,Walking
86,6RZmhpvukfyeSURhf4kZ0d,The Slow Rush,Is It True,Tame Impala,FALSE,70,0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.661,118.018,audio_features,spotify:track:6RZmhpvukfyeSURhf4kZ0d,https://api.spotify.com/v1/tracks/6RZmhpvukfyeSURhf4kZ0d,https://api.spotify.com/v1/audio-analysis/6RZmhpvukfyeSURhf4kZ0d,239267,4,Walking
87,6Al18bAYlwaiGFp1F5wlih,GENE,Beginning,LA Priest,FALSE,44,0.9,0.51,8,-6.562,1,0.0479,0.639,2.75E-05,0.0781,0.971,109.997,audio_features,spotify:track:6Al18bAYlwaiGFp1F5wlih,https://api.spotify.com/v1/tracks/6Al18bAYlwaiGFp1F5wlih,https://api.spotify.com/v1/audio-analysis/6Al18bAYlwaiGFp1F5wlih,246987,4,Studying
88,4yyFQvhFzwehcd4rNww13N,Apple Juice,Apple Juice,Oscar Lang,FALSE,40,0.443,0.867,0,-5.641,1,0.0484,0.000659,8.84E-05,0.12,0.706,169.841,audio_features,spotify:track:4yyFQvhFzwehcd4rNww13N,https://api.spotify.com/v1/tracks/4yyFQvhFzwehcd4rNww13N,https://api.spotify.com/v1/audio-analysis/4yyFQvhFzwehcd4rNww13N,197970,4,Studying
89,4cpzEF1s3aIafF97VTKjLa,Citizen X,Citizen X,Peel,FALSE,34,0.447,0.869,10,-4.866,1,0.0313,2.59E-05,0.307,0.15,0.087,138.017,audio_features,spotify:track:4cpzEF1s3aIafF97VTKjLa,https://api.spotify.com/v1/tracks/4cpzEF1s3aIafF97VTKjLa,https://api.spotify.com/v1/audio-analysis/4cpzEF1s3aIafF97VTKjLa,199064,4,Walking
90,5mCprFWOqe0jB96v9RhLBo,How Do You Feel Now?,Tongues,"Joywave, KOPPS",FALSE,57,0.827,0.682,6,-7.111,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,audio_features,spotify:track:5mCprFWOqe0jB96v9RhLBo,https://api.spotify.com/v1/tracks/5mCprFWOqe0jB96v9RhLBo,https://api.spotify.com/v1/audio-analysis/5mCprFWOqe0jB96v9RhLBo,234773,4,Walking
91,3cQzrjkL2UaGLX1abHxaIz,I'm Alive,I'm Alive,TTRRUUCES,FALSE,27,0.638,0.85,9,-4.251,1,0.0524,0.0733,0.0122,0.0867,0.545,100.015,audio_features,spotify:track:3cQzrjkL2UaGLX1abHxaIz,https://api.spotify.com/v1/tracks/3cQzrjkL2UaGLX1abHxaIz,https://api.spotify.com/v1/audio-analysis/3cQzrjkL2UaGLX1abHxaIz,229227,4,Studying
92,6ysRK6One7O5GiRVvrs0x1,Do You Love Her Now / He,He,Jai Paul,FALSE,0,0.743,0.441,11,-11.169,1,0.0898,0.514,0.00524,0.309,0.465,95.024,audio_features,spotify:track:6ysRK6One7O5GiRVvrs0x1,https://api.spotify.com/v1/tracks/6ysRK6One7O5GiRVvrs0x1,https://api.spotify.com/v1/audio-analysis/6ysRK6One7O5GiRVvrs0x1,268000,4,Studying
93,61bVwTPWKU7GVXCjNkt19F,Lay it Right,Lay it Right,Speelburg,FALSE,39,0.737,0.699,6,-8.27,0,0.223,0.0707,0,0.147,0.449,116.003,audio_features,spotify:track:61bVwTPWKU7GVXCjNkt19F,https://api.spotify.com/v1/tracks/61bVwTPWKU7GVXCjNkt19F,https://api.spotify.com/v1/audio-analysis/61bVwTPWKU7GVXCjNkt19F,206187,4,Walking
94,0Up7M5y6e7K8AeJyaYtVAt,A Little Bit Of Fear,A Little Bit Of Fear,April Towers,FALSE,37,0.666,0.84,10,-8.292,1,0.045,0.00377,0.00264,0.0976,0.659,119.996,audio_features,spotify:track:0Up7M5y6e7K8AeJyaYtVAt,https://api.spotify.com/v1/tracks/0Up7M5y6e7K8AeJyaYtVAt,https://api.spotify.com/v1/audio-analysis/0Up7M5y6e7K8AeJyaYtVAt,228468,4,Walking
95,6lUqD795vAuAgOcIba3u91,Mothers (Track By Track Commentary),One Great Song and I Could Change the World,Swim Deep,FALSE,23,0.504,0.842,10,-5.88,1,0.0418,0.0112,0.00297,0.175,0.699,98.998,audio_features,spotify:track:6lUqD795vAuAgOcIba3u91,https://api.spotify.com/v1/tracks/6lUqD795vAuAgOcIba3u91,https://api.spotify.com/v1/audio-analysis/6lUqD795vAuAgOcIba3u91,238507,4,Studying
96,4WMuY659P2MKnoW40oGXe8,Evil Friends,Purple Yellow Red and Blue,Portugal. The Man,FALSE,57,0.601,0.859,4,-6.311,0,0.0397,0.0351,0.331,0.144,0.431,101.003,audio_features,spotify:track:4WMuY659P2MKnoW40oGXe8,https://api.spotify.com/v1/tracks/4WMuY659P2MKnoW40oGXe8,https://api.spotify.com/v1/audio-analysis/4WMuY659P2MKnoW40oGXe8,249747,4,Walking
97,1IZDDg9rFovUyHvlPFoZeV,Howlin,What Love,Jagwar Ma,FALSE,25,0.525,0.673,9,-8.019,1,0.0344,0.000104,0.0197,0.209,0.196,174.018,audio_features,spotify:track:1IZDDg9rFovUyHvlPFoZeV,https://api.spotify.com/v1/tracks/1IZDDg9rFovUyHvlPFoZeV,https://api.spotify.com/v1/audio-analysis/1IZDDg9rFovUyHvlPFoZeV,232560,4,Studying
98,3YT3RgSGhvgormc5f7h2xi,Fado,Fado,Milky Chance,FALSE,36,0.821,0.54,3,-7.001,1,0.0683,0.203,0.000657,0.102,0.587,114.021,audio_features,spotify:track:3YT3RgSGhvgormc5f7h2xi,https://api.spotify.com/v1/tracks/3YT3RgSGhvgormc5f7h2xi,https://api.spotify.com/v1/audio-analysis/3YT3RgSGhvgormc5f7h2xi,250400,4,Walking
99,6iRXOuVt9bOdGr3nohzddj,RUNAWAY,RUNAWAY,half•alive,FALSE,0,0.752,0.598,0,-5.617,0,0.0482,0.00368,0.00165,0.0651,0.592,131.967,audio_features,spotify:track:6iRXOuVt9bOdGr3nohzddj,https://api.spotify.com/v1/tracks/6iRXOuVt9bOdGr3nohzddj,https://api.spotify.com/v1/audio-analysis/6iRXOuVt9bOdGr3nohzddj,161760,4,Studying
